-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
-32767, -20886, 6139, 28713, 30465,10125,-17557, -32508,
