-228,121,63,-158,53,98,-122,-3,106,-76,-43,82,-35,-52,56,-2,-43,23,9,-20,3,2,2,0,-13,13,9,-24,11,21,-28,-1,27,-21,-11,25,-9,-14,15,-17,-305,185,90,-224,80,140,-176,-1,152,-110,-56,128,-46,-74,82,0,-60,35,14,-28,6,4,3,0,-18,18,12,-36,15,30,-40,0,40,-30,-15,37,-13,-20,22,-17
,-305,185,90,-224,80,140,-176,-1,152,-110,-56,128,-46,-74,82,0,-60,35,14,-28,6,4,3,0,-18,18,12,-36,15,30,-40,0,40,-30,-15,37,-13,-20,22,-17,-305,185,90,-224,80,140,-176,-1,152,-110,-56,128,-46,-74,82,0,-60,35,14,-28,6,4,3,0,-18,18,12,-36,15,30,-40,0,40,-30,-15,37,-13,-20,22,-17
,-305,185,90,-224,80,140,-176,-1,152,-110,-56,128,-46,-74,82,0,-60,35,14,-28,6,4,3,0,-18,18,12,-36,15,30,-40,0,40,-30,-15,37,-13,-20,22,-17,-228,121,63,-158,53,98,-122,-3,106,-76,-43,82,-35,-52,56,-2,-43,23,9,-20,3,2,2,0,-13,13,9,-24,11,21,-28,-1,27,-21,-11,25,-9,-14,15,-17
,-228,121,63,-158,53,98,-122,-3,106,-76,-43,82,-35,-52,56,-2,-43,23,9,-20,3,2,2,0,-13,13,9,-24,11,21,-28,-1,27,-21,-11,25,-9,-14,15,-17,-305,185,90,-224,80,140,-176,-1,152,-110,-56,128,-46,-74,82,0,-60,35,14,-28,6,4,3,0,-18,18,12,-36,15,30,-40,0,40,-30,-15,37,-13,-20,22,-17
,-228,121,63,-158,53,98,-122,-3,106,-76,-43,82,-35,-52,56,-2,-43,23,9,-20,3,2,2,0,-13,13,9,-24,11,21,-28,-1,27,-21,-11,25,-9,-14,15,-17,-305,185,90,-224,80,140,-176,-1,152,-110,-56,128,-46,-74,82,0,-60,35,14,-28,6,4,3,0,-18,18,12,-36,15,30,-40,0,40,-30,-15,37,-13,-20,22,-17
,-228,121,63,-158,53,98,-122,-3,106,-76,-43,82,-35,-52,56,-2,-43,23,9,-20,3,2,2,0,-13,13,9,-24,11,21,-28,-1,27,-21,-11,25,-9,-14,15,-17,-228,121,63,-158,53,98,-122,-3,106,-76,-43,82,-35,-52,56,-2,-43,23,9,-20,3,2,2,0,-13,13,9,-24,11,21,-28,-1,27,-21,-11,25,-9,-14,15,-17
,-228,121,63,-158,53,98,-122,-3,106,-76,-43,82,-35,-52,56,-2,-43,23,9,-20,3,2,2,0,-13,13,9,-24,11,21,-28,-1,27,-21,-11,25,-9,-14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17
,-305,185,90,-224,80,140,-176,-1,152,-110,-56,128,-46,-74,82,0,-60,35,14,-28,6,4,3,0,-18,18,12,-36,15,30,-40,0,40,-30,-15,37,-13,-20,22,-4,-25,11,-8,-6,54,10,-82,-48,-2,-36,-36,-4,-11,-16,-12,-15,1,9,-8,-6,4,-1,1,-1,-7,8,11,-3,4,6,-8,2,11,-4,0,10,-2,-3,6,-5
,-22,14,-14,-24,45,26,-62,-52,-16,-33,-18,9,-9,-16,-6,-10,0,6,-8,-6,3,-1,1,1,-6,5,10,1,5,1,-11,1,10,-3,2,10,-1,0,9,-4,-21,12,-16,-30,34,26,-54,-61,-32,-27,-7,2,-14,-3,3,-14,-5,5,-7,-5,3,-2,2,1,-5,6,9,1,7,-1,-17,1,12,-5,2,14,0,1,13,-4
,-18,11,-19,-32,28,20,-52,-53,-24,-24,-7,8,-2,3,4,-10,-1,3,-10,-4,3,-2,2,1,-4,5,5,-3,5,-5,-22,-6,5,-9,1,14,-1,0,12,-4,-20,2,-37,-57,4,-3,-80,-80,-43,-45,-37,-21,-20,-14,-17,-29,-21,-16,-25,-14,-2,-4,3,6,2,10,12,10,21,14,-1,13,19,4,16,28,11,7,17,-4
,-13,10,-24,-40,17,10,-56,-46,-7,-13,-11,8,12,15,8,-7,-3,-4,-16,-8,2,-2,2,1,-5,1,-3,-9,8,7,-15,-7,4,-9,-2,12,0,-4,7,-4,-14,10,-27,-42,16,3,-62,-40,-2,-19,-16,6,9,15,9,-9,-5,-7,-23,-11,3,-2,2,1,-5,0,-6,-11,12,11,-14,-2,12,-6,-2,12,-1,-6,6,-4
