 -7,  -42,  11,  6,  -18,  13,  4,  -25,  16,  37,  4,  14,  28,  1,  1,  9,  -14,  -10,  12,  5, 
 -2,  3,  0,  0,  0,  -2,  7,  6,  -2,  8,  11,  1,  9,  12,  -1,  2,  9,  -1,  1,  8, 
 -7,  -42,  11,  3,  -25,  7,  2,  -30,  5,  21,  -9,  8,  24,  -6,  -5,  12,  -9,  -15,  2,  0, 
 -2,  4,  0,  0,  0,  -3,  4,  5,  -3,  5,  10,  4,  10,  8,  -7,  -2,  5,  -3,  -1,  5, 
 -7,  -42,  11,  8,  -11,  22,  8,  -24,  13,  23,  -10,  15,  34,  -1,  0,  20,  -2,  -11,  5,  0, 
 -3,  2,  0,  0,  -1,  -4,  6,  5,  -3,  8,  11,  -3,  2,  3,  -14,  -6,  11,  3,  0,  4, 
 -7,  -41,  13,  8,  -12,  24,  11,  -25,  12,  29,  -3,  18,  33,  -3,  -2,  17,  -4,  -7,  11,  3, 
 -5,  1,  0,  0,  -1,  -3,  5,  4,  0,  14,  13,  -5,  3,  12,  0,  3,  11,  2,  0,  4, 
 -7,  -42,  13,  11,  -10,  25,  16,  -21,  7,  22,  -5,  10,  21,  -10,  -8,  6,  -11,  -9,  8,  0, 
 -5,  1,  0,  0,  -2,  -2,  9,  4,  -5,  11,  12,  -9,  -2,  12,  1,  2,  12,  3,  -2,  3, 
 -7,  -41,  10,  5,  -15,  19,  13,  -14,  19,  25,  -8,  9,  14,  -26,  -18,  11,  -3,  -4,  8,  -3, 
 -6,  3,  1,  0,  -2,  -4,  7,  4,  -5,  10,  13,  -7,  0,  14,  0,  -2,  10,  3,  -1,  5, 
 -7,  -43,  12,  6,  -21,  11,  8,  -20,  16,  28,  -8,  1,  10,  -17,  -3,  17,  -8,  -14,  4,  -2, 
 -7,  1,  1,  0,  -1,  -4,  1,  0,  -4,  8,  7,  -5,  5,  11,  -2,  2,  10,  1,  -1,  4, 
 -7,  -41,  10,  3,  -19,  16,  9,  -22,  12,  24,  -7,  8,  22,  -4,  1,  15,  -5,  -3,  13,  1, 
 -5,  2,  1,  0,  -2,  -4,  5,  5,  -2,  10,  10,  -7,  1,  10,  0,  0,  2,  -7,  -2,  7, 
 -7,  -41,  9,  5,  -13,  22,  10,  -20,  21,  36,  -3,  4,  17,  -12,  -8,  10,  -4,  -1,  13,  0, 
 -8,  0,  0,  0,  -3,  -5,  2,  0,  -8,  4,  6,  -5,  5,  10,  -6,  -3,  7,  -1,  0,  6, 
 -7,  -41,  9,  3,  -15,  19,  8,  -24,  13,  24,  -11,  5,  19,  -13,  -5,  17,  -3,  -8,  8,  1, 
 -3,  3,  0,  0,  0,  -2,  6,  4,  -2,  9,  5,  -10,  1,  6,  -12,  -10,  5,  1,  0,  6, 
 -7,  -43,  9,  1,  -17,  27,  18,  -22,  10,  23,  -10,  13,  29,  -4,  4,  26,  0,  -9,  9,  3, 
 -2,  3,  1,  0,  0,  -1,  9,  10,  3,  12,  5,  -14,  -4,  5,  -10,  -5,  8,  1,  0,  6, 
 -7,  -43,  10,  4,  -18,  18,  11,  -22,  12,  27,  0,  15,  16,  -25,  -13,  14,  -10,  -18,  3,  2, 
 -2,  4,  1,  0,  -3,  -6,  7,  10,  -3,  3,  7,  -6,  -3,  3,  -6,  -1,  8,  0,  -1,  4, 
 -7,  -43,  10,  2,  -20,  19,  10,  -24,  11,  23,  -8,  13,  26,  -7,  4,  22,  -7,  -11,  9,  2, 
 -4,  3,  0,  0,  -1,  -3,  7,  5,  -5,  5,  6,  -8,  5,  15,  -1,  2,  9,  -4,  -5,  5, 
 -7,  -43,  14,  5,  -22,  17,  14,  -20,  16,  35,  7,  20,  26,  -9,  0,  17,  -11,  -15,  6,  -1, 
 -8,  1,  0,  0,  -1,  -4,  4,  5,  0,  11,  7,  -10,  2,  12,  -3,  -2,  7,  1,  3,  9, 
 -7,  -42,  14,  11,  -15,  18,  13,  -20,  12,  30,  6,  25,  34,  0,  2,  16,  -6,  -7,  10,  0, 
 -6,  2,  0,  0,  -2,  -4,  6,  4,  -3,  9,  9,  -10,  -3,  10,  3,  5,  9,  -1,  0,  6, 
 -6,  -32,  11,  -2,  -33,  -9,  -6,  -11,  33,  35,  -8,  1,  6,  -30,  -24,  5,  -2,  -2,  10,  1, 
 -4,  1,  -1,  0,  -2,  -7,  0,  1,  -2,  11,  8,  -11,  -1,  12,  1,  -1,  5,  -1,  0,  5, 
 -4,  -20,  10,  -2,  -29,  -23,  -28,  -21,  28,  29,  -18,  -12,  11,  -15,  -29,  -3,  11,  9,  6,  1, 
 -1,  -2,  -2,  0,  -3,  -5,  4,  3,  -5,  5,  12,  3,  3,  7,  4,  4,  4,  -1,  4,  6, 
 -3,  -9,  11,  1,  -30,  -41,  -41,  -24,  13,  17,  -12,  -16,  -4,  -15,  -25,  -9,  10,  10,  -2,  -6, 
 -1,  -2,  -2,  0,  -3,  0,  5,  -3,  -2,  17,  18,  4,  1,  -3,  -3,  11,  12,  -1,  1,  4, 
 -3,  -9,  11,  -1,  -29,  -32,  -29,  -15,  19,  20,  -10,  -14,  -8,  -21,  -23,  -6,  5,  5,  -2,  -6, 
 -3,  -3,  -3,  0,  -3,  -3,  2,  -6,  -4,  18,  19,  3,  4,  6,  -1,  4,  5,  -3,  1,  3, 
 -3,  -6,  20,  14,  -10,  -10,  -15,  -21,  -5,  -7,  -23,  -14,  -12,  -36,  -38,  -15,  1,  6,  3,  -3, 
 -2,  -3,  -4,  1,  -2,  -3,  7,  3,  -4,  13,  23,  9,  3,  2,  -6,  -3,  3,  -1,  1,  3, 
 -2,  2,  19,  6,  -16,  -16,  -23,  -32,  -17,  -6,  -14,  -20,  -32,  -47,  -39,  -21,  -9,  5,  9,  -2, 
 -5,  -3,  -2,  1,  0,  -1,  6,  6,  5,  20,  28,  14,  1,  -3,  -5,  0,  1,  -5,  -2,  5, 
 -1,  8,  12,  3,  -14,  -26,  -33,  -34,  -25,  -8,  7,  -9,  -52,  -61,  -29,  -11,  -6,  11,  14,  -5, 
 -10,  -3,  -1,  0,  2,  3,  5,  3,  6,  18,  22,  16,  12,  0,  -11,  -2,  4,  -5,  -4,  5, 
 0,  11,  4,  -2,  -9,  -29,  -41,  -33,  -25,  -13,  9,  -1,  -46,  -55,  -27,  -14,  -6,  15,  16,  -3, 
 -8,  -2,  -1,  1,  3,  4,  3,  -1,  4,  18,  20,  14,  13,  1,  -12,  -2,  9,  -1,  -6,  1, 
