 -7,  -38,  10,  4,  -14,  20,  10,  -19,  24,  43,  4,  10,  28,  9,  11,  16,  -11,  -12,  7,  1, 
 -4,  3,  1,  0,  -1,  -4,  3,  2,  -5,  6,  8,  -4,  3,  5,  -9,  -3,  8,  -1,  -1,  7, 
 -7,  -39,  10,  2,  -17,  21,  10,  -20,  27,  45,  3,  11,  30,  7,  11,  18,  -13,  -17,  5,  0, 
 -5,  3,  1,  0,  -1,  -4,  3,  3,  -4,  6,  8,  -2,  6,  12,  1,  6,  11,  -4,  -6,  5, 
 -7,  -38,  15,  8,  -17,  16,  8,  -21,  21,  38,  -3,  6,  26,  5,  7,  16,  -8,  -8,  10,  1, 
 -7,  0,  0,  0,  -1,  -5,  3,  4,  -4,  1,  -1,  -15,  -5,  6,  -3,  -1,  6,  -4,  -4,  5, 
 -7,  -38,  13,  5,  -19,  16,  13,  -15,  16,  21,  -10,  14,  27,  -8,  -4,  13,  -11,  -11,  10,  3, 
 -3,  4,  1,  0,  -1,  -5,  2,  1,  -5,  9,  10,  -5,  0,  5,  -9,  -4,  8,  -2,  -4,  4, 
 -7,  -38,  10,  1,  -21,  17,  14,  -15,  17,  32,  4,  21,  34,  5,  5,  13,  -11,  -10,  10,  3, 
 -3,  2,  0,  0,  -1,  -2,  6,  0,  -9,  6,  9,  -7,  0,  9,  -2,  1,  10,  1,  -2,  3, 
 -7,  -41,  9,  4,  -16,  18,  10,  -21,  12,  29,  5,  23,  31,  -1,  6,  21,  -7,  -16,  1,  -3, 
 -6,  0,  0,  0,  -2,  -2,  7,  -1,  -13,  3,  8,  -7,  -1,  6,  -7,  -2,  7,  -3,  -2,  7, 
 -7,  -41,  11,  6,  -17,  16,  14,  -12,  18,  26,  2,  22,  29,  -5,  5,  24,  -1,  -10,  3,  -4, 
 -6,  2,  0,  0,  -1,  -2,  5,  -1,  -11,  3,  4,  -14,  -4,  8,  -3,  3,  14,  3,  0,  8, 
 -7,  -41,  8,  4,  -18,  14,  11,  -12,  22,  31,  2,  21,  33,  3,  12,  27,  0,  -8,  8,  0, 
 -5,  2,  0,  0,  0,  -2,  1,  -6,  -14,  2,  4,  -11,  0,  9,  -3,  2,  10,  -2,  -5,  2, 
 -7,  -42,  7,  5,  -11,  22,  15,  -11,  23,  29,  -5,  11,  23,  -6,  1,  20,  -2,  -7,  7,  1, 
 -3,  2,  0,  0,  -3,  -4,  4,  0,  -5,  10,  6,  -13,  -1,  11,  -3,  -3,  3,  -5,  -1,  9, 
 -7,  -40,  9,  1,  -20,  17,  11,  -14,  25,  31,  -6,  16,  32,  -6,  -3,  15,  -9,  -15,  4,  -1, 
 -6,  1,  0,  0,  -1,  -1,  9,  7,  -1,  12,  8,  -16,  -10,  3,  -7,  -5,  4,  -2,  0,  6, 
 -7,  -41,  11,  2,  -19,  22,  18,  -17,  17,  34,  2,  17,  32,  2,  1,  11,  -11,  -13,  5,  -1, 
 -4,  3,  0,  0,  -1,  -4,  7,  5,  -7,  4,  7,  -13,  -7,  8,  -2,  -5,  3,  1,  0,  3, 
 -7,  -40,  13,  8,  -13,  23,  15,  -18,  16,  30,  1,  20,  33,  0,  4,  19,  -5,  -10,  8,  1, 
 -5,  1,  0,  0,  -1,  -3,  7,  5,  -5,  7,  9,  -10,  -4,  6,  -6,  -3,  8,  1,  -2,  2, 
 -7,  -41,  9,  5,  -10,  27,  17,  -16,  17,  29,  -4,  12,  25,  -5,  -1,  13,  -12,  -13,  7,  0, 
 -6,  2,  1,  0,  -2,  -5,  1,  -1,  -10,  0,  3,  -11,  -7,  -1,  -9,  -4,  5,  -2,  -5,  -2, 
 -6,  -37,  5,  1,  -10,  23,  13,  -16,  14,  23,  -4,  7,  9,  -13,  4,  12,  -20,  -15,  12,  3, 
 -6,  1,  0,  0,  0,  -4,  3,  1,  -8,  5,  11,  -4,  0,  10,  0,  1,  10,  4,  1,  3, 
 -6,  -40,  3,  4,  -8,  19,  8,  -14,  20,  27,  -3,  10,  18,  -7,  -2,  5,  -18,  -10,  14,  5, 
 -3,  2,  0,  0,  -1,  -4,  5,  2,  -8,  4,  10,  -8,  -8,  1,  -5,  -1,  9,  3,  -1,  0, 
 -7,  -45,  0,  -3,  -20,  10,  -1,  -28,  10,  24,  -6,  5,  9,  -22,  -11,  7,  -16,  -19,  -2,  -8, 
 -11,  -2,  -1,  0,  -1,  -2,  8,  7,  -2,  10,  16,  4,  7,  11,  1,  5,  11,  4,  5,  6, 
 -7,  -43,  6,  2,  -17,  14,  4,  -19,  26,  40,  -3,  8,  28,  1,  -2,  9,  -6,  -6,  7,  -3, 
 -6,  2,  0,  0,  0,  -2,  4,  2,  -4,  7,  7,  -7,  -2,  1,  -8,  4,  16,  5,  3,  8, 
 -7,  -40,  9,  4,  -20,  8,  3,  -22,  11,  24,  -6,  8,  20,  -11,  -12,  5,  -7,  -8,  2,  -6, 
 -7,  1,  0,  0,  -1,  -4,  5,  2,  -8,  3,  7,  -10,  -7,  5,  0,  3,  9,  1,  0,  4, 
 -4,  -22,  15,  -9,  -51,  -36,  -32,  -35,  10,  23,  -13,  -6,  8,  -24,  -32,  -5,  3,  3,  6,  -1, 
 -5,  -2,  -2,  0,  -3,  -6,  2,  0,  -12,  -3,  3,  -10,  -14,  -7,  -3,  5,  6,  0,  4,  5, 
 -3,  -15,  10,  -3,  -40,  -44,  -34,  -18,  11,  12,  -10,  -13,  -12,  -25,  -25,  -8,  6,  14,  9,  0, 
 -1,  -1,  -2,  0,  -4,  -5,  2,  -5,  -9,  3,  3,  -8,  -10,  -10,  -4,  14,  12,  -2,  5,  9, 
